reference	verse	book
Joshua 22:17	(imp) You(people) remember [that God punished us(Israelites) at Peor]. We(Israelites) are still suffering today [because we(Israelites) did not obey God at that place]. God caused [many Israelites to become very sick] [because we(Israelites) did not obey God at Peor].	Joshua
Genesis 17:4	God said, ["I(God) am making a covenant with you(Abram)]. I(God) will cause [you(Abram) to become the father of many nations].	Genesis
1 Samuel 20:37	Then the boy ran to the place [that Jonathan’s arrow was at]. But Jonathan shouted to the boy, ["The arrow is in front of you(boy)]!"	1_Samuel
1 Samuel 16:19	So Saul sent messengers to Jesse. Those messengers said to Jesse, ["You(Jesse) (imp) send your(Jesse's) son named David to Saul]. David is with the sheep."	1_Samuel
1 Samuel 20:28	Jonathan answered, ["David asked/begged [me(Jonathan) to allow [David to go to Bethlehem]]].	1_Samuel
1 Samuel 31:3	The Philistines were fighting the Israelites [that were near Saul] very hard. Many Philistines were shooting arrows at the Israelites.  And one arrow hit/wounded Saul.	1_Samuel
Matthew 9:25	[After Jesus sent the crowd from the house _implicitNecessary,] Jesus entered the girl's room _implicit. And Jesus held the girl's hand. Then the girl get-up.	Matthew
Matthew 18:7	The world of the people _metonymy will have trouble because of the things [that cause [people to sin]]! Those things must happen. But the person [who causes [other people to sin through those things]] will have much trouble.	Matthew
Nahum 3:16	There are many merchants in your(people's) city. And those merchants are selling many things in your(people's) city now. But those merchants are like locusts. Those merchants take all of the valuable things. And then those merchants fly to other places.	Nahum
Genesis 35:14	Jacob put a big stone at the place [where God talked to Jacob]. and Jacob poured a drink offering on the stone. and Israel also poured expensive olive oil on the stone.	Genesis
Genesis 36:3	and Esau also married Basemath [who was Ishmael's daughter]. Basemath was the sister of Nebaioth.	Genesis
1 Samuel 7:3	(title) Yahweh saves the Israelites. One day Samuel spoke to all of the Israelites. Samuel said, ["[If you(people) love Yahweh with all of your(people's) hearts] you(people) must destroy your(people's) foreign gods].  And you(people) must destroy your(people's) idols of Ashtoreth. Then you(people) must completely give yourselves(people) to Yahweh. And you(Israelites) must serve only Yahweh. Then Yahweh will save you(people's) from the Philistines."	1_Samuel
1 Samuel 18:21	Saul thought, ["I(Saul) will let [Michal marry David]]. Then Michal will cause [David to do bad/foolish things].  And the Philistines will defeat David." So Saul said to David, ["You(David) may marry my(Saul's) daughter named Michal]."	1_Samuel
Acts 20:3	Paul stayed at that place for three months. Then Paul planned [to go on a ship [that was traveling to the region named Syria].] But Paul heard [that some Jews planned [to kill Paul] [while Paul traveled]]. So Paul decided [to continue traveling on land through the province named Macedonia.]	Acts
Nehemiah 10:27	Malluk, Harim, and Baanah.	Nehemiah
2 Samuel 10:8	The Ammonite soldiers came out to the city gate. The soldiers [that came from Aram, Tob, and Maakah] were outside the city in a field.	2_Samuel
Mark 10:41	(paragraph) [When the 10 other _implicit followers/disciples heard-D about the thing [that James and John asked-B Jesus for],] those 10 _implicit followers/disciples became angry-B with James and John.	Mark
Matthew 20:18	["We(Jesus) _incl are going to Jerusalem]. And there _implicitSignificantPlace the Son-of-man _1stAs3rd will be given-B to the chief priests and the scribes by a person _implicitActiveAgent. Those priests and those people/scribe will judge the Son-of-man _1stAs3rd. And those priests and those people/scribe will decide [the Son-of-man _1stAs3rd must die].	Matthew
2 Samuel 13:35	Then Jonadab said to the king, ["(imp) You(David) look near those hills.] Your(David's) sons are coming. I(Jonadab) told you(king) [that your(king’s) sons will come]. "	2_Samuel
2 Samuel 12:16	David prayed/pleaded [that God would save the baby]. David did not eat food [so that David could pray for the baby]. During the nights David lay on the ground. And during the nights David wore sackcloth clothes.	2_Samuel
Esther 8:13	The king sent these letters to all the people [that lived in the king's kingdom]. All the people [that lived in Xerxes' kingdom] knew about this new law. On that day the Jews will be able [to protect themselves(Jews) from the Jews' enemies].	Esther
1 Samuel 2:3	People, you(people) (imp) do not continue talking about yourselves(people).  And you(people) (imp) do not be proud. Yahweh is a God [who knows about all things]. Yahweh knows about the things [that people do]. And Yahweh judges the things [that we(people) do].	1_Samuel
Esther 8:17	[When the Jews heard about the new law] the Jews rejoiced. And the Jews celebrated. People [that were not Jews] became Jews [because the people were afraid of the Jews].	Esther
Daniel 2:12	Then the king became very angry. So the king ordered [the king's guards to kill all the astrologers and all the magicians].	Daniel
2 Samuel 6:14	David was wearing special clothes.  And David danced in front of Yahweh wholeheartedly.	2_Samuel
Genesis 8:21	Yahweh smelled the fire. Yahweh was pleased with the offerings of Noah.  Yahweh thought, ["I(Yahweh) will never curse the ground again [in-order-to punish people]].  The thoughts of people are evil. [Even when the people are young] the people's thoughts are evil.  But I(Yahweh) will never again destroy all the animals [that live on the earth].	Genesis
Genesis 19:17	[After the 2 angels brought Lot's family outside the city] one angel said to Lot ["[If you(Lot) want [to continue living]] you(Lot) (imp) run to the mountains!] You(Lot) (imp) do not look at the city again. You(Lot) (imp) do not stop running in the valley. You(Lot) (imp) run to the mountains! [If you(Lot) do not run to the mountains] you(Lot) will be destroyed by Yahweh."	Genesis
Esther 9:10	But the Jews did not take away the things [that those people owned].	Esther
Mark 7:21	Because of the evil things-D [that are in a person ], that person might think evil thoughts. Or that person might sex a person _implicit _otherThingList badly-B . Or that person might steal things. Or that person might kill a person _otherThingList.	Mark
Matthew 18:24	(literalunits) [When that king began to collect that money,] a man [who owed that king 10000 talents] was brought by people _implicitActiveAgent to that king. (modernunits) [When that king began to collect that money,] a man [who owed that king 10000 bags [that contained gold]] was brought by people _implicitActiveAgent to that king. (footnote) (literalunits) 1 talent was like the money/wages [that a man received [when that man worked for 20 years]]. (modernunits) 1 of those bags [that contained gold] was like the money/wages [that a man received [when that man worked for 20 years]].	Matthew
Mark 14:53	(title) The Jewish leaders decide [Jesus should die]. (paragraph) Those people [(implicit-situational) who take-away/arrest Jesus] took Jesus to the chief priest of the house _implicitType. All of the chief priests, the old leaders, and the scribes met each-other(priests) at that place _implicit .	Mark
Philemon 1:10	I(Paul) (title) am asking [you(Philemon) to welcome Onesimus]. [While I(Paul) was in prison] I(Paul) helped [Onesimus to believe in Christ Jesus]. So Onesimus is like my(Paul's) child. Onesimus (footnote) was a slave [who belonged to Philemon]. But (footnote) Onesimus left Philemon.	Philemon
Mark 7:5	(paragraph) (rhetorical) So those Pharisees and those scribes asked Jesus, ["Why do your(Jesus's) followers/disciples not obey the religious _implicit customs [that our(Jews') older leaders taught-B to us(Jews)]?] (statement) So those Pharisees and those scribes said to Jesus, ["Your(Jesus's) followers/disciples are not obeying the religious _implicit customs [that our(Jews's) older leaders taught-B to us(Jews)]]. Instead, your(Jesus's) followers/disciples are eating food with religiously _implicit dirty/unclean hands."	Mark
Joshua 19:19	The tribe named Issachar also owned the towns named Hapharaim, Shion, and Anaharath.	Joshua
Matthew 27:62	(title) Soldiers guard the hole/tomb. _paragraph On the next day, the chief priests and the Pharisees went to Pilate. That day was the day [that was after the day [that people _generic prepared the holiday/feast of Passover _implicit on]].	Matthew
Nehemiah 6:6	That letter said, ["People [who are in the countries [that are close to us(Sanballat)]] say [that you(Nehemiah) and the Jews are planning/plotting [ to leave/rebel the king]]]. Those people say [that you(Nehemiah) are building the wall [so that you(Nehemiah) could protect yourselves(Nehemiah) from the king]]. And Geshem says [that these things are true].Those people also say [that you(Nehemiah) will become the king of the Jews].	Nehemiah
2 Samuel 2:5	So David sent messengers to the men [who were living in Jabesh-Gilead]. The messengers said to those men, ["Saul was your(men's) master]. You(men) were kind to Saul [when you(men) buried Saul’s body].  David hopes [that Yahweh will bless you(men)].	2_Samuel
2 Samuel 11:1	(title) David marries Bathsheba.In the spring the kings often went [in order to fight each-other(kings)].  But David sent Joab, the king’s officers, and the Israelites’ army[in order to fight the other kings]. The Israelites defeated the Ammonites. Then the Israelites attacked Rabbah. But David stayed in Jerusalem.	2_Samuel
Genesis 40:11	At that time I(man) was holding the king's cup. so I(man) picked the grapes [that were on this vine].  And I(man) made wine in the cup. Then I(man) gave the cup to the king."	Genesis
Matthew 24:41	2 women will be crushing grains [by using a stone tool]. One of those women _dual will be taken by God _implicitActiveAgent. And the other woman will be left by God _implicitActiveAgent.	Matthew
Mark 6:6	(complex) Jesus was surprised/amazed [because those people did not have faith]. (simple) Jesus was surprised/amazed [because those people did not believe in Jesus _implicit ]. (title) Jesus sends the 12 followers/disciples [so that those followers/disciples would teach God's message to people]. (paragraph) Then Jesus went to the villages [that were around that place]. And Jesus was teaching God's message _implicit to the people _implicit [who lived in those villages].	Mark
Genesis 50:1	-Title Joseph buries Jacob's body. [After Jacob died] Joseph hugged Joseph's father. and Joseph cried. and Joseph kissed Jacob.	Genesis
Genesis 19:3	But Lot begged the angels [to come to Lot's house]. so the angels agreed [to go to Lot's house]. Then Lot prepared a meal for the angels. Lot baked bread [that did not contain yeast]. and the angels ate the bread.	Genesis
Nehemiah 8:7	Then [after those people stand-up] men [that were in the tribe named Levi] taught those people about the Law. Those men’s names were Jeshua, Bani, Sherebiah, Jamin, Akkub, Shabbethai, Hodiah, Maaseiah, Kelita, Azariah, Jozabad, Hanan and Pelaiah.	Nehemiah
Joshua 14:10	Now Yahweh kept Yahweh's promise. Yahweh caused [me(Caleb) to continue living for 45 more years after that day]. During those years we(Israelites) walked/wandered in the desert. But now I(Caleb) am at this place. And I(Caleb) am 85 years old.	Joshua
Matthew 22:42	["You(Pharisees) (imp) tell me(Jesus) about the Christ]. Which person's son/descendant is the Christ?" _paragraph The Pharisees answered, ["The Christ is the son/descendant of king _implicit David."]	Matthew
Genesis 25:24	Later Rebekah birthed 2 twins.	Genesis
Daniel 1:18	After three years the chief official brought all the young men to Nebuchadnezzar.	Daniel
Acts 3:25	You(people) are the sons of the prophets and the covenant. The covenant is the covenant [that God made with your(people's) fathers]. God said to Abraham, ["I(God) will bless all families on the earth through your(Abraham's) descendants]."	Acts
Genesis 7:19	The water continued becoming deeper. and the water covered the tallest mountains.	Genesis
Nehemiah 5:12	Those leaders said, ["We(leaders) will give to those people the things [that we(leaders) took from those people]]. And we(leaders) will not demand [that those people give extra things to us(leaders)]. We(leaders) will do all of the things [that you(Nehemiah) said]." Then I(Nehemiah) called the priests. And I(Nehemiah) made [the leaders/nobles and officials promise God [that those leaders and those officials would do the things [that those leaders and those officials said]]].	Nehemiah
Matthew 19:9	I(Jesus) tell you(people) [a man [who divorces that man's wife] [and who marries another woman] does a bad-B thing to that man's previous wife [by sexing another woman]]. But a man may divorce that man's wife [if that wife sexes another man]."	Matthew
2 Samuel 17:6	So Hushai came to Absalom. Then Absalom told Hushai about the things [that Ahithophel said]. Then Absalom asked Hushai, ["Should we(Absalom) do the things [that Ahithophel said]]? [If you(Hushai) think [that we(Absalom)  should not do those things]] you(Hushai) advise us(Absalom)."	2_Samuel
Joshua 22:20	Achan [who was the son of Zerah] did not obey the commandment of Yahweh. God commanded us(Israelites) [to destroy all of the things [that our(Israelites') enemy owned]]. But Achan did not destroy those things. Only one man broke God's law.  But God punished all of the Israelites. Achan died [because Achan sinned]. But many other people also died.""	Joshua
Genesis 6:21	You(Noah) must also gather all kinds of food [that you(Noah) will need].  You(Noah) (imp) store this food in the boat for you(Noah) and for the animals."	Genesis
Genesis 27:27	So Jacob went near the father of  Jacob. and Jacob kissed the father of Jacob. [After Isaac smelled the clothes of Esau] Isaac blessed Jacob.  Isaac said, ["[When I(Isaac) smell the son of me(Isaac)] I(Isaac) smell a field [that Yahweh blessed].]	Genesis
Nehemiah 8:3	Ezra stood in front of the people [that were in the big place/square [that was in front of the gate-Water]]. And Ezra read that book to those people from the time [when the sun started rising] until noon. Ezra read that book to the men, the women, and the other people [who were able [to understand those laws]]. And all of those people listened carefully to the words [that were in the Book-of-the-Law].	Nehemiah
Genesis 45:26	[After the brothers arrived at the brothers' house] the brothers said to Jacob, ["Joseph is still living!] And Joseph rules all people [who live in Egypt]." Jacob was very surprised. and Jacob did not believe the things [that Jacob's sons said to Jacob].	Genesis
Matthew 15:31	The crowd was very surprised/amazed. For mute people started speaking. People [who had parts of those people's bodies [that were damaged by things-B _implicitActiveAgent]] started using those parts of those people's bodies. Lame people started walking. And blind people started seeing. So the crowd praised the God of Israel.	Matthew
Joshua 24:19	Then Joshua said to the people, ["You(people) are not able [to serve Yahweh]]. Yahweh is a holy God. And Yahweh wants [you(people) to worship only Yahweh]. [If you(people) sin] [or if you(people) do not obey Yahweh] Yahweh will not forgive you(people).	Joshua
1 Samuel 8:8	These people often sin against me(Yahweh). [After I(Yahweh) brought these people from Egypt], these people did not obey me(Yahweh). These people served other gods. And now these people will not listen to you(Samuel).	1_Samuel
Acts 16:35	[After the sun rose], the Roman officials sent some soldiers to say to the chief guard of the prison, ["You(jailor) free (imp) these two men [so these two men are able [to go]]."]	Acts
Genesis 24:61	Then Rebekah and the female servants of Rebekah sat on the camels. and Rebekah and the female servants of Rebekah followed the servant of Abraham and the men of the servant. Thus the servant and Rebekah left that place.	Genesis
Matthew 5:3	["(literal) People [who have a poor spirit] are blessed by God _implicitActiveAgent ]. ["(dynamic) People [who know [those people need God]] are blessed by God _implicitActiveAgent]. (literal) For the kingdom-B of heaven belongs to those people. (dynamic) For God will be those people's king.	Matthew
Mark 4:11	(complex) Jesus said to those people, ["The secret [that is about the kingdom-B of God] is given to you(people) by God _implicitActiveAgent]. (simple) Jesus said to those people, ["You(people) are allowed by God _implicitActiveAgent [to know-how [God rules God's people] ]]. But I(Jesus) _implicitNecessary say all things [by using stories/parables] to those people [who do not follow-B me(Jesus)] .	Mark
Genesis 1:10	And God called the dry places land [and God called the water [that God had gathered] the ocean].  God saw the land and the oceans. And the land and the oceans were good.	Genesis
2 Samuel 6:1	(title) David brings the Ark of the Covenant to Jerusalem.  Later David again called Israel’s best soldiers. 30000 soldiers came.	2_Samuel
Mark 5:38	Jesus and those people went to the house of the leader of the Jewish church . [(implicit-situational) When Jesus and those people arrived at that house,] Jesus heard much noise _inLDV. And Jesus saw many people [who were crying]. Those people were crying/weep loudly.	Mark
2 Samuel 22:24	People are not able [to say [that I(David) did bad things]]. I(David) am able [to stand in front of Yahweh]. I(David) did not let [me(David) do evil things].	2_Samuel
2 Samuel 15:15	The king’s officials said to David, ["We(officials) are your(David’s) servants]. We(officials) will do all of the things [that you(David) tell [us(servants) to do]]."	2_Samuel
Mark 11:30	John had authority _implicitNecessary [so that John could dip/baptize people into water]. Did John's authority _implicitNecessary come from heaven? Or did John's authority _implicitNecessary come from people? You(priests) (imp) tell-D to me(Jesus) the answer!"	Mark
Matthew 10:4	Simon [who was called by people _implicitActiveAgent Zealot], and Judas-Iscariot [who gave Jesus to Jesus’s enemies].	Matthew
Ruth 2:7	That woman said to me(leader), ["You(leader) (imp) please let [me(Ruth) pick up grain/barley behind the people [that are gathering/harvesting the grain/barley]]"]. So (implicit-info) I(leader) let [that woman gather grain/barley behind the workers/harvesters]. That woman came into this field. And that woman worked from the morning until now.  But that woman rested in the shelter for a few minutes."	Ruth
Esther 1:7	The guests drank wine from gold cups. There were many kinds of cups. The king gave a lot of wine to the people [because the king was very generous].	Esther
1 Samuel 23:23	You(people) (imp) find all of the places [that David hides in]. Then you(people) (imp) return to me(Saul). And you(people) (imp) tell me(Saul) about David. Then I(Saul) will go to your(people’s) region with you(people). [If David is in your(people’s) region] then I(Saul) will find David. I(Saul) will visit each family [that is in Judah] [in-order-to find David]."	1_Samuel
Joshua 10:6	Then the Gibeonites sent a message to Joshua. Joshua was in the Israelites' camp [that was at Gilgal].  The Gibeonites said, ["We(Gibeonites) are your(Joshua's) servants]. (imp) You(Joshua) do not allow [these other kings to destroy us(Gibeonites)]. (imp) You(Joshua) come quickly.  And (imp) you(Joshua) help us(Gibeonites)! (imp) You(Joshua) save us(Gibeonites)! All of the kings of the Amorites have come from the mountains. Those kings' armies are attacking us(Gibeonites)."	Joshua
1 Samuel 10:14	Later Saul’s uncle asked Saul and Saul’s servant, ["Where did you(Saul) go?"] Then Saul said, ["We(Saul) were looking for the donkeys]. But we(Saul) did not find the donkeys. So we(Saul) talked to Samuel."	1_Samuel
Matthew 8:30	(paragraph) A big group of pigs was eating food _implicit near that place.	Matthew
2 Samuel 24:10	Then David became ashamed [because David counted the people].  And David said to Yahweh, ["I(David) sinned badly]. I(David) should not have counted the people. Yahweh, I(David) beg [you(Yahweh) to forgive me(David)]. I(David) was very foolish."	2_Samuel
Joshua 19:36	The tribe named Naphtali also owned the towns named Adamah, Ramah, and Hazor.	Joshua
Daniel 6:6	So all these officials went to the king. The officials said to the king, ["King Darius, we(officials) hope [that you(king) will live forever]].	Daniel
1 Samuel 8:3	But Samuel’s sons did not obey Yahweh [like Samuel obeyed Yahweh]. [When Samuel’s sons were judging people] Samuel’s sons received money from the people. And Samuel’s sons did not judge the Israelites fairly.	1_Samuel
Mark 12:5	Then that man sent-A another servant-B to those people/farmers _implicit. But those people/farmers killed that servant-B. And that man sent-A many other servants-B to those people/farmers _implicit. Those people/farmers beat-C some of those servants-B. And those people/farmers killed other of those servants-B.	Mark
Joshua 17:6	And the daughters of Zelophehad [who was a descendant of Manasseh] also received land [just-like the sons received land]. The leaders of the Israelites gave Gilead to the other descendants of Manasseh.	Joshua
2 Samuel 11:3	So David sent a servant [in order to learn about that woman]. That servant said to David, ["That woman’s name is Bathsheba]. Bathsheba is the daughter of Eliam. And  Bathsheba is the wife of Uriah. Uriah is a Hittite."	2_Samuel
Daniel 12:13	You(Daniel) (imp) be patient [until time ends]. You(Daniel) will die. But then you(Daniel) will live again. And God will give many good things to you(Daniel) at the end of time."	Daniel
1 Samuel 2:20	Eli blessed Elkanah and Elkanah's wife. Eli said to Hannah, ["I(Eli) hope [that Yahweh will give more children to you(Hannah)]]. You(Hannah) gave Samuel to Yahweh. So I(Eli) hope [that Yahweh will give another son to you(Hannah)]." Then Elkanah and Hannah returned to Elkanah's house.	1_Samuel
Genesis 3:2	The woman answered the snake, ["God allows [us(Eve) to eat the fruit of all the trees [that are in the garden]]].	Genesis
Joshua 1:9	I(Yahweh) am commanding [you(Joshua) to be strong and brave]. So (imp) you(Joshua) do not be afraid. Yahweh is your(Joshua's) God. And Yahweh will be with you(Joshua) in all of the places [that you(Joshua) will go to]."	Joshua
Matthew 26:44	Then Jesus left those 3 followers/disciples. And Jesus walk-away again [in-order-to pray]. [When Jesus prayed,] Jesus said the same words [that (implicit-situational) Jesus said [when Jesus prayed earlier]].	Matthew
Daniel 11:9	Then the king of the north region will attack the land of the king of the south region. But the king of the south region will defeat the king of the north region. So the king of the north region will return to the land of the king of the north region.	Daniel
Daniel 7:28	Daniel wrote, ["Then the vision [that God showed to me(Daniel)] ended]. I(Daniel), Daniel, worried about my(Daniel's) thoughts. And I(Daniel) was very afraid. But I(Daniel) did not tell other people about these things."	Daniel
Titus 1:14	And these people will not listen to the false stories [that some Jews made up]. And these people will not listen to those other people. Those other people command these people [to do certain things].  Those other people refuse [to believe true things].	Titus
1 Samuel 2:29	You(Eli) do not respect the sacrifices [that I(Yahweh) told [people to bring to my(Yahweh's) tabernacle]]. You(Eli) honor your(Eli's) sons [more than you(Eli) honor me(Yahweh)]. You(Eli) became fat [because you(Eli) ate the best meat [that the Israelites brought to me(Yahweh)]]."	1_Samuel
Matthew 21:27	_paragraph So those chief priests and those old leaders answered Jesus, ["We(priests) do not know the answer _implicit"]. _paragraph Then Jesus said to those chief priests and those old leaders, ["Then-D I(Jesus) will not tell-C to you(priests) about the authority [that I(Jesus) have [in-order-to do these things]]"].	Matthew
2 Samuel 3:20	[When Abner came to David] 20 men were with Abner.  All of  those men came to David at Hebron.  So David prepared a feast for Abner and those men.	2_Samuel
1 Samuel 14:10	But the Philistines might say, ["You(Jonathan) (imp) come up to us(Philistines)."]  [If the Philistines say those words,] we(Jonathan) will know [that Yahweh will help [us(Jonathan) defeat the Philistines]]. So we(Jonathan) will climb up to the Philistines. And we(Jonathan) will fight the Philistines."	1_Samuel
Matthew 26:32	_paragraph But [after I(Jesus) become alive again,] I(Jesus) will go to Galilee [before you(disciples) go to Galilee]."	Matthew
2 Samuel 19:17	And 1000 people [that were in the tribe named Benjamin] went with Shimei.  And Ziba [who was the leader of Saul's servants] also went with Shimei. And Ziba brought Ziba's 15 sons and Ziba's 20 servants. All of those people went to the Jordan River quickly [in order to meet the king].	2_Samuel
1 Samuel 30:25	At that time David made that law for the Israelites. The Israelites still follow that law today.	1_Samuel
Genesis 17:24	Abraham was 99 years old [when Abraham was circumcised by a person].	Genesis
2 Samuel 5:16	And David also had sons named  Elishama, Eliada, and Eliphelet.	2_Samuel
1 Samuel 27:12	Achish trusted David.  And Achish thought, ["David is an Israelite]. But the Israelites hate David now. So David will serve me(Achish) [until David dies]."	1_Samuel
Genesis 32:4	Jacob said to these messengers, ["you(messengers) (imp) say to the master of me(Jacob) named Esau, ["the servant of you(Esau) named Jacob says, ["I(Jacob) lived with Laban for 20 years]]].	Genesis
Acts 18:11	So Paul stayed in that place for a year and six months. And Paul taught those people about God's word.”	Acts
Matthew 25:42	For [when I(king) was hungry,] you(people) did not give me(king) food _implicit [so that I(king) could eat that food _implicit]. [When I(king) was thirsty,] you(people) did not give me(king) drinks _implicit [so that I(king) could drink those drinks _implicit].	Matthew
Genesis 6:22	And Noah obeyed God.	Genesis
Genesis 22:8	Abraham answered Isaac, ["My(Abraham's) son, God will give the lamb [that we(Abraham) will sacrifice] to us(Abraham)."]  So Abraham and Abraham's son continued walking toward the place.	Genesis
Genesis 41:40	Therefore I(king) choose you(Joseph) [in order to rule my(king's) palace]. All the people [who live in Egypt] will obey you(Joseph). I(king) am the only person [who is in Egypt] [who is greater than you(Joseph)]."	Genesis
Genesis 12:16	The king was kind to Abram [because the king thought [that Abram was Sarai's brother]]. The king gave to Abram sheep, cattle, male donkeys, female donkeys, male servants, female servants, and camel.	Genesis
Joshua 18:12	The northern border of that region was at the Jordan River. Then the border went to the northern side of Jericho.  Then the border went to the western region [that hills were in]. Then the border went to the desert-Beth-Aven.	Joshua
1 Samuel 4:20	[While that daughter-in-law was dying], the woman [who was helping that daughter-in-law] said to that daughter-in-law, ["You(daughter-in-law) (imp) do not worry]! You(daughter-in-law) birthed a son!" But that daughter-in-law did not listen. And that daughter-in-law did not speak to that woman.	1_Samuel
1 Samuel 14:44	Then Saul said, ["Jonathan, I(Saul) must kill you(Jonathan)]! [If I(Saul) do not kill you(Jonathan)] God will punish me(Saul) much."	1_Samuel
Nehemiah 7:49	The temple servants were also descendants of Hanan, Giddel, and Gahar.	Nehemiah
Joshua 9:9	Those men answered Joshua, ["We(men) are your(Israelites') servants]. We(men) came from a country [that is far from this place]. We(men) heard about your(Israelites') God named Yahweh. And we(men) heard about the things [that Yahweh did in Egypt].	Joshua
1 Samuel 30:28	David also sent things to the leaders [who were in Aroer, Siphmoth, and Eshtemoa].	1_Samuel
Genesis 26:25	So Isaac built an altar. and Isaac worshiped Yahweh in that place. Isaac also put the tents of the family of Isaac and the tents of the servants of Isaac in that place. and the servants of Isaac dug a well.	Genesis
1 Samuel 14:49	Saul had sons named Jonathan, Ishvi, and Malki-Shua. Saul's first daughter was named Merab.  And Saul’s second daughter was named Michal.	1_Samuel
Joshua 8:30	Then Joshua built an altar on mount-Ebal for the God of the Israelites named Yahweh.	Joshua
Genesis 37:14	Joseph's father said, ["You(Joseph) (imp) find-out [whether your(Joseph's) brothers and the livestock are safe] [or your(Joseph's) brothers and the livestock have problems]]. Then you(Joseph) (imp) return to me(Jacob). and you(Joseph) (imp) tell me(Jacob) about your(Joseph's) brothers." Thus Joseph's father sent Joseph from the Valley of Hebron to Shechem.	Genesis
